sample_id,mse,iou,dice,precision_v1,recall_v1,f1_v1,precision_v2,recall_v2,f1_v2,precision_v3,recall_v3,f1_v3,precision_v4,recall_v4,f1_v4
258,0.33007188498402557,0.6015299026425591,0.7511940946591402,0.39655172413793105,0.6052631578947368,0.47916666666666674,0.9251012145748988,0.5497744360902256,0.6896811922278815,0.3288948069241012,0.47591522157996147,0.3889763779527559,0.23657718120805368,0.48788927335640137,0.3186440677966102
326,0.3329571106094808,0.6077314343845371,0.7560111364211592,0.48936170212765956,0.46938775510204084,0.47916666666666663,0.9754901960784313,0.547455295735901,0.7013215859030838,0.31226765799256506,0.5333333333333333,0.39390386869871047,0.21428571428571427,0.612565445026178,0.31750339213025774
83,0.3734093900833699,0.5321843123461133,0.6946740128558311,0.26666666666666666,0.2857142857142857,0.2758620689655172,0.9503722084367245,0.4154013015184382,0.5781132075471698,0.2074074074074074,0.3393939393939394,0.2574712643678161,0.1340782122905028,0.47058823529411764,0.20869565217391306
310,0.47337278106508873,0.47002067539627845,0.6394749179559306,0.25,0.34375,0.2894736842105263,0.9742014742014742,0.5596330275229358,0.7108919766920664,0.20555555555555555,0.36633663366336633,0.26334519572953735,0.12956810631229235,0.325,0.1852731591448931
13,0.3524695317511225,0.5942841131969739,0.745518453427065,0.5,0.4473684210526316,0.4722222222222222,0.9227895392278954,0.4172297297297297,0.5746413338503296,0.3134461264470169,0.6591760299625468,0.42486421243210626,0.17099236641221374,0.6436781609195402,0.27020506634499397
239,0.32812843633164723,0.6089641434262948,0.7569642193883868,0.5454545454545454,0.5769230769230769,0.5607476635514018,0.9595290654893304,0.4577044577044577,0.6197718631178708,0.2533783783783784,0.582901554404145,0.3532182103610675,0.1827814569536424,0.6330275229357798,0.2836587872559096
317,0.3507853403141361,0.6032177183451735,0.7525087970806725,0.4878048780487805,0.40816326530612246,0.4444444444444445,0.967940813810111,0.5483758295494237,0.7001114827201783,0.29013254786450665,0.600609756097561,0.39126117179741804,0.18091168091168092,0.6479591836734694,0.28285077951002224
262,0.3516402506450424,0.5525303799415474,0.7117804418904191,0.29411764705882354,0.2830188679245283,0.2884615384615385,0.9774986917844061,0.4947033898305085,0.656936873571303,0.26307922272047835,0.3963963963963964,0.31626235399820307,0.21761658031088082,0.5266457680250783,0.307974335472044
187,0.29046563192904656,0.6435027113878289,0.7830868874495907,0.6764705882352942,0.42592592592592593,0.5227272727272728,0.9555403556771546,0.49609375,0.6531089294062646,0.3,0.6465028355387523,0.40982624325943673,0.178117048346056,0.639269406392694,0.27860696517412936
486,0.33620015637216577,0.6098376313276027,0.7576386828834174,0.6304347826086957,0.47540983606557374,0.5420560747663552,0.9796084828711256,0.4908050674295055,0.6539613395044923,0.25862068965517243,0.5152671755725191,0.3443877551020409,0.14185639229422067,0.680672268907563,0.2347826086956522
109,0.35688836104513066,0.5681462140992167,0.7246087246087246,0.7777777777777778,0.5833333333333334,0.6666666666666666,0.9688768606224628,0.6078098471986417,0.747000521648409,0.3004694835680751,0.5818181818181818,0.3962848297213622,0.04132231404958678,0.5263157894736842,0.07662835249042145
108,0.578697421981004,0.6080097087378641,0.7562264150943396,0.5666666666666667,0.4594594594594595,0.5074626865671642,0.9391025641025641,0.47668112798264645,0.6323741007194245,0.2897727272727273,0.5828571428571429,0.3870967741935484,0.12788632326820604,0.7346938775510204,0.2178517397881997
209,0.38338658146964855,0.5342421291788381,0.6964247937381003,0.5263157894736842,0.4,0.45454545454545453,0.9377880184331797,0.44119241192411923,0.6000737191301142,0.18384401114206128,0.5057471264367817,0.2696629213483146,0.0963855421686747,0.47058823529411764,0.16
345,0.3516819571865443,0.5202886928628709,0.6844603861166789,0.4305555555555556,0.43661971830985913,0.43356643356643354,0.9336075205640423,0.4252073856034252,0.5842985842985843,0.3598086124401914,0.49538866930171277,0.41685144124168516,0.16248348745046234,0.44244604316546765,0.23768115942028983
167,0.39049272845669636,0.46836595357305416,0.6379417234965902,0.2753623188405797,0.34545454545454546,0.3064516129032258,0.9596541786743515,0.41172106824925814,0.5762242602526388,0.30153508771929827,0.44141252006420545,0.35830618892508137,0.19278996865203762,0.41414141414141414,0.2631016042780749
471,0.4400715563506261,0.5385774058577406,0.7000979005765257,0.42,0.4666666666666667,0.4421052631578947,0.9766269477543538,0.5975883342680874,0.7414752957550452,0.2703962703962704,0.40418118466898956,0.32402234636871513,0.22404371584699453,0.4939759036144578,0.30827067669172936
343,0.6536585365853659,0.4006289308176101,0.5720700493938033,0.5833333333333334,0.3684210526315789,0.4516129032258065,0.8801498127340824,0.2366565961732125,0.373015873015873,0.14929577464788732,0.30994152046783624,0.20152091254752852,0.013192612137203167,0.29411764705882354,0.025252525252525252
378,0.3163156775154223,0.5200513314084055,0.6842549598986915,0.4897959183673469,0.4,0.44036697247706424,0.9538165490699166,0.37721968543886353,0.5406289765497183,0.31053351573187415,0.4576612903225806,0.37000814995925024,0.18865248226950354,0.5,0.27394438722966014
129,0.3510726072607261,0.4256423566052427,0.5971236118696522,0.6052631578947368,0.4339622641509434,0.5054945054945055,0.9629225736095965,0.34317916828604744,0.5060171919770774,0.28823529411764703,0.5051546391752577,0.3670411985018726,0.14953271028037382,0.49612403100775193,0.229802513464991
386,0.3325518485121731,0.6181037330690453,0.763985300122499,0.48717948717948717,0.37254901960784315,0.42222222222222217,0.9626421223605848,0.516560139453806,0.67233881641142,0.3934640522875817,0.5948616600790514,0.47364280094413846,0.25752508361204013,0.6968325791855203,0.376068376068376
